ham,exact_eig,num_system_qubits,num_ancilla,alpha,replication_seed,n_circuits,n_shots,time,segments,most_likely_bs,est_energy_med,est_energy_mean,est_energy_std,estimation_error,max_theoretical_qdrift_error,peak_MB,runtime,counts
1 qubit test,0.8385164807134509,1,13,1.0,42,10,100,0.543209090108711,1,0001010000010,0.9297767353456299,0.966346541640925,0.11426983774889696,0.09126025463217902,3.219752174868065,1680.3125,655.2250231,"{""0001001011000"": 1, ""0001001110010"": 1, ""0001001111001"": 1, ""0001001111010"": 1, ""0001010000010"": 1, ""0001010100011"": 1, ""0001010110110"": 1, ""0001010111000"": 1, ""0001011110000"": 1, ""0001101111100"": 1}"
1 qubit test,0.8385164807134509,1,13,1.0,42,1,1,0.351800926046211,1,0000101010000,0.7325414837905693,0.7325414837905693,0.0,0.10597499692288159,1.4219927291874075,520.59765625,24.34217419999959,"{""0000101010000"": 1}"
1 qubit test,0.8385164807134509,1,13,1.0,42,1,10,0.351800926046211,1,0000101011110,0.7630640456151763,0.7630640456151763,0.0,0.0754524350982746,1.4219927291874075,537.37109375,25.462309300000015,"{""0000101011110"": 1}"
1 qubit test,0.8385164807134509,1,13,1.0,42,10,100,0.47314883957009635,1,0000111111100,0.8883266759410433,0.9416586971791097,0.11277190520859115,0.049810195227592446,2.4378087708965053,1732.12890625,225.39124879999963,"{""0000111111100"": 1, ""0001000001110"": 1, ""0001000010110"": 1, ""0001000011000"": 1, ""0001000011010"": 1, ""0001000101110"": 1, ""0001001010111"": 1, ""0001001011110"": 1, ""0001010010110"": 1, ""0001011100110"": 1}"
1 qubit test,0.8385164807134509,1,13,1.0,42,1,1,0.21168042496898168,1,1111111110011,-0.0471034349194912,-0.0471034349194912,0.0,0.8856199156329421,0.6465081073235167,520.984375,33.65534860000116,"{""1111111110011"": 1}"
1 qubit test,0.8385164807134509,1,13,1.0,42,1,10,0.21168042496898168,1,0000010111110,0.6884348180541021,0.6884348180541021,0.0,0.15008166265934875,0.6465081073235167,534.83203125,35.354217099999005,"{""0000010111110"": 1}"
1 qubit test,0.8385164807134509,1,13,1.0,42,1,100,0.351800926046211,1,0000110000000,0.837190267189222,0.837190267189222,0.0,0.001326213524228903,1.4219927291874075,547.68359375,39.43193559999963,"{""0000110000000"": 1}"
1 qubit test,0.8385164807134509,1,13,1.0,42,1,1,0.09033251144509634,1,0000001100100,0.8490745819781549,0.8490745819781549,0.0,0.010558101264704023,0.21643919147950894,522.34765625,255.37613340000098,"{""0000001100100"": 1}"
1 qubit test,0.8385164807134509,1,13,1.0,42,1,10,0.09033251144509634,1,0000001100100,0.8490745819781549,0.8490745819781549,0.0,0.010558101264704023,0.21643919147950894,527.83203125,257.3300868999995,"{""0000001100100"": 1}"
1 qubit test,0.8385164807134509,1,13,1.0,42,1,100,0.09033251144509634,1,0000001100010,0.8320930903385917,0.8320930903385917,0.0,0.0064233903748591725,0.21643919147950894,538.7578125,259.2615759,"{""0000001100010"": 1}"
1 qubit test,0.8385164807134509,1,13,1.0,42,1,100,0.21168042496898168,1,0000011011010,0.7898883701883908,0.7898883701883908,0.0,0.04862811052506011,0.6465081073235167,540.44921875,261.20356549999997,"{""0000011011010"": 1}"
1 qubit test,0.8385164807134509,1,13,1.0,42,1,1,0.020272260906481702,1,0000000010110,0.8323584993594351,0.8323584993594351,0.0,0.006157981354015796,0.0422221597660099,549.86328125,20.224738699998852,"{""0000000010110"": 1}"
1 qubit test,0.8385164807134509,1,13,1.0,42,1,10,0.020272260906481702,1,0000000010110,0.8323584993594351,0.8323584993594351,0.0,0.006157981354015796,0.0422221597660099,567.39453125,46.757548400000815,"{""0000000010110"": 1}"
1 qubit test,0.8385164807134509,1,13,1.0,42,1,100,0.020272260906481702,1,0000000010110,0.8323584993594351,0.8323584993594351,0.0,0.006157981354015796,0.0422221597660099,569.4140625,86.65668819999883,"{""0000000010110"": 1}"
1 qubit test,0.8385164807134509,1,13,1.0,42,10,1,0.351800926046211,1,0001110110110,0.9047759398008519,0.9178570377256833,0.9328477941042541,0.06625945908740105,1.4219927291874075,1702.796875,151.10428329999922,"{""0000101001011"": 1, ""0000101111100"": 1, ""0000110001011"": 1, ""0000110010000"": 1, ""0000110101110"": 1, ""0000110111111"": 1, ""0001010000100"": 1, ""0001110011100"": 1, ""0001110110110"": 1, ""1110101001101"": 1}"
1 qubit test,0.8385164807134509,1,13,1.0,42,10,1,0.21168042496898168,1,0000010110010,0.8514851696984946,0.8130777535333712,0.2503264629678993,0.012968688985043775,0.6465081073235167,1698.71875,153.98716090000016,"{""0000000110001"": 1, ""0000010110010"": 1, ""0000011010100"": 1, ""0000011100111"": 1, ""0000011101010"": 1, ""0000011101100"": 1, ""0000011101110"": 1, ""0000011111111"": 1, ""0000100101010"": 1, ""0000100111001"": 1}"
1 qubit test,0.8385164807134509,1,13,1.0,42,10,10,0.21168042496898168,1,0000011101010,0.8496734991246682,0.8460501579770148,0.05481314035329936,0.011157018411217301,0.6465081073235167,1728.58984375,179.63580039999943,"{""0000011001001"": 1, ""0000011010110"": 1, ""0000011100101"": 1, ""0000011101010"": 2, ""0000011101011"": 1, ""0000011110000"": 1, ""0000011110110"": 1, ""0000011111000"": 1, ""0000011111110"": 1}"
1 qubit test,0.8385164807134509,1,13,1.0,42,10,10,0.351800926046211,1,0000110100000,0.9701814294250097,1.0327526811654544,0.19850694804342914,0.13166494871155887,1.4219927291874075,1717.34375,182.412530900001,"{""0000101110011"": 1, ""0000110000100"": 1, ""0000110011010"": 1, ""0000110100000"": 1, ""0000110110000"": 1, ""0000111001010"": 1, ""0000111100101"": 1, ""0000111111110"": 1, ""0001001010010"": 1, ""0001010100001"": 1}"
1 qubit test,0.8385164807134509,1,13,1.0,42,10,1,0.09033251144509634,1,0000001010111,0.8660560736177179,0.9153023993724508,0.2682806971107556,0.027539592904266996,0.21643919147950894,1718.58984375,200.64527520000047,"{""0000001000010"": 1, ""0000001010111"": 2, ""0000001011101"": 1, ""0000001100000"": 1, ""0000001101100"": 1, ""0000001110100"": 1, ""0000001110101"": 1, ""0000001110110"": 1, ""0000010111110"": 1}"
1 qubit test,0.8385164807134509,1,13,1.0,42,10,10,0.09033251144509634,1,0000001100100,0.8490745819781549,0.8541690294700238,0.02220618179023088,0.010558101264704023,0.21643919147950894,1768.609375,225.45174899999984,"{""0000001100010"": 1, ""0000001100011"": 2, ""0000001100100"": 4, ""0000001100101"": 2, ""0000001101100"": 1}"
1 qubit test,0.8385164807134509,1,13,1.0,42,10,1,0.020272260906481702,1,0000000010110,0.8512757379812405,0.8550591857056015,0.025096553031259322,0.012759257267789592,0.0422221597660099,1778.3984375,203.84159630000067,"{""0000000010110"": 5, ""0000000010111"": 4, ""0000000011000"": 1}"
1 qubit test,0.8385164807134509,1,13,1.0,42,10,100,0.21168042496898168,1,0000011011000,0.8605435225676276,0.8500358332394334,0.040839410870163365,0.0220270418541767,0.6465081073235167,1720.13671875,465.78676879999875,"{""0000011011000"": 1, ""0000011011011"": 1, ""0000011100001"": 1, ""0000011100111"": 1, ""0000011101101"": 1, ""0000011101110"": 1, ""0000011101111"": 1, ""0000011110000"": 1, ""0000011111001"": 1, ""0000011111100"": 1}"
1 qubit test,0.8385164807134509,1,13,1.0,42,10,100,0.351800926046211,1,0000110000000,0.8840642014198685,0.8949651163572282,0.11149350070918461,0.04554772070641766,1.4219927291874075,1722.31640625,466.27392599999985,"{""0000100101010"": 1, ""0000101111111"": 1, ""0000110000000"": 1, ""0000110000111"": 1, ""0000110001010"": 1, ""0000110100001"": 1, ""0000110110110"": 1, ""0000111000100"": 1, ""0000111000110"": 1, ""0000111101110"": 1}"
1 qubit test,0.8385164807134509,1,13,1.0,42,10,100,0.09033251144509634,1,0000001100100,0.8405838361583733,0.8405838361583735,0.010046385937569478,0.002067355444922425,0.21643919147950894,1793.1328125,289.15827869999885,"{""0000001100001"": 1, ""0000001100010"": 3, ""0000001100011"": 2, ""0000001100100"": 3, ""0000001100101"": 1}"
1 qubit test,0.8385164807134509,1,13,1.0,42,10,10,0.020272260906481702,1,0000000010110,0.8323584993594351,0.8285750516350738,0.011350343173083166,0.006157981354015796,0.0422221597660099,1816.4921875,157.16572989999986,"{""0000000010101"": 1, ""0000000010110"": 9}"
1 qubit test,0.8385164807134509,1,13,1.0,42,10,100,0.020272260906481702,1,0000000010110,0.8323584993594351,0.8323584993594351,0.0,0.006157981354015796,0.0422221597660099,1859.5234375,181.14695439999923,"{""0000000010110"": 10}"
1 qubit test,0.8385164807134509,1,13,1.0,42,100,1,0.543209090108711,1,0001000011000,0.860590615327504,0.9494877197426302,0.9880329313067546,0.022074134614053165,3.219752174868065,7032.0234375,1310.9760373000008,"{""0000001100000"": 1, ""0000011000111"": 1, ""0000011010111"": 2, ""0000100010101"": 1, ""0000100011110"": 1, ""0000100111110"": 1, ""0000101001011"": 1, ""0000101010000"": 1, ""0000101010010"": 1, ""0000101110100"": 1, ""0000101111011"": 1, ""0000110000010"": 1, ""0000110000100"": 1, ""0000110101010"": 2, ""0000111100100"": 1, ""0000111101110"": 1, ""0000111110001"": 1, ""0000111110101"": 1, ""0000111110111"": 2, ""0000111111011"": 1, ""0001000001111"": 1, ""0001000011000"": 4, ""0001000011011"": 1, ""0001000100001"": 1, ""0001000101100"": 1, ""0001000101101"": 1, ""0001000101110"": 1, ""0001000110111"": 1, ""0001001000001"": 1, ""0001001000110"": 1, ""0001001001000"": 1, ""0001001001010"": 1, ""0001001011000"": 1, ""0001001011010"": 1, ""0001001011101"": 1, ""0001001100001"": 1, ""0001001100010"": 2, ""0001001100110"": 1, ""0001001100111"": 1, ""0001001101010"": 1, ""0001001101100"": 1, ""0001001111011"": 1, ""0001001111101"": 2, ""0001001111111"": 2, ""0001010000000"": 1, ""0001010000001"": 1, ""0001010100010"": 1, ""0001010100100"": 1, ""0001010101001"": 1, ""0001010101111"": 1, ""0001010110110"": 1, ""0001010110111"": 1, ""0001011000001"": 1, ""0001011001110"": 1, ""0001011010000"": 1, ""0001011010010"": 1, ""0001011011010"": 1, ""0001011100011"": 1, ""0001100000010"": 1, ""0001100000101"": 1, ""0001100001100"": 1, ""0001100001110"": 1, ""0001100101111"": 1, ""0001101011001"": 1, ""0001101011110"": 1, ""0001101111011"": 1, ""0001110010100"": 1, ""0001110011011"": 1, ""0001110011110"": 1, ""0001111010001"": 1, ""0001111101100"": 1, ""0010000101010"": 1, ""0010010000000"": 1, ""0010100010000"": 1, ""0010100110110"": 1, ""0011110010010"": 1, ""0100000000001"": 1, ""0100000110000"": 1, ""0100001010010"": 1, ""0100001010111"": 1, ""0100010100001"": 1, ""0111001100001"": 1, ""0111010010100"": 1, ""1101100000010"": 1, ""1101101110001"": 1, ""1110100100000"": 1, ""1111001000110"": 1, ""1111001011111"": 1, ""1111011111011"": 1, ""1111100011101"": 1, ""1111101111101"": 1}"
1 qubit test,0.8385164807134509,1,13,1.0,42,100,10,0.543209090108711,1,0001010000000,0.9368365435107446,1.0263125521954104,0.31107983238979126,0.09832006279729377,3.219752174868065,6984.61328125,1428.3239780999993,"{""0000110001010"": 1, ""0000111000100"": 1, ""0000111100001"": 1, ""0001000001010"": 1, ""0001000100011"": 1, ""0001000101001"": 1, ""0001000110000"": 2, ""0001000111100"": 1, ""0001000111110"": 1, ""0001000111111"": 1, ""0001001000100"": 1, ""0001001000110"": 1, ""0001001001010"": 2, ""0001001010001"": 1, ""0001001010010"": 1, ""0001001010110"": 2, ""0001001011000"": 1, ""0001001011001"": 2, ""0001001011111"": 2, ""0001001100000"": 1, ""0001001100001"": 1, ""0001001100010"": 1, ""0001001100100"": 1, ""0001001100111"": 1, ""0001001101001"": 1, ""0001001101100"": 1, ""0001001101111"": 1, ""0001001110000"": 2, ""0001001111010"": 1, ""0001001111100"": 1, ""0001010000000"": 3, ""0001010000100"": 1, ""0001010001001"": 1, ""0001010001010"": 2, ""0001010001100"": 2, ""0001010001110"": 2, ""0001010010010"": 1, ""0001010010100"": 2, ""0001010011011"": 1, ""0001010011100"": 1, ""0001010100000"": 1, ""0001011000000"": 1, ""0001011000100"": 2, ""0001011001001"": 1, ""0001011001010"": 1, ""0001011001011"": 1, ""0001011011000"": 1, ""0001011011010"": 1, ""0001011011110"": 1, ""0001011100000"": 1, ""0001011100100"": 1, ""0001011101000"": 2, ""0001011101101"": 1, ""0001011110100"": 1, ""0001011111000"": 1, ""0001011111001"": 2, ""0001011111010"": 1, ""0001011111100"": 1, ""0001011111101"": 1, ""0001011111110"": 1, ""0001100000000"": 1, ""0001100000011"": 1, ""0001100001001"": 1, ""0001100010000"": 1, ""0001100100010"": 1, ""0001100100110"": 1, ""0001100110010"": 1, ""0001100110100"": 1, ""0001100111000"": 1, ""0001101000011"": 1, ""0001101000101"": 1, ""0001101100000"": 1, ""0001101110110"": 2, ""0001101111010"": 2, ""0001101111110"": 1, ""0001111010011"": 1, ""0001111010111"": 1, ""0001111011100"": 1, ""0010001001000"": 1, ""0010011001000"": 1, ""0010100101100"": 1, ""0010101001010"": 1, ""0100011010100"": 1}"
1 qubit test,0.8385164807134509,1,13,1.0,42,100,100,0.543209090108711,1,0001010001011,0.9424843900428366,0.9784470528359315,0.154953568422353,0.10396790932938571,3.219752174868065,6935.8828125,2601.3635167999983,"{""0001000101110"": 1, ""0001000110011"": 1, ""0001000110100"": 1, ""0001001000010"": 1, ""0001001000011"": 1, ""0001001000111"": 1, ""0001001001001"": 1, ""0001001001111"": 1, ""0001001010010"": 1, ""0001001010100"": 1, ""0001001011000"": 2, ""0001001011010"": 2, ""0001001100000"": 2, ""0001001100010"": 1, ""0001001100011"": 1, ""0001001100100"": 2, ""0001001100110"": 1, ""0001001101010"": 1, ""0001001101100"": 2, ""0001001110000"": 2, ""0001001110101"": 1, ""0001001111010"": 1, ""0001010000000"": 2, ""0001010000001"": 1, ""0001010000011"": 2, ""0001010000110"": 1, ""0001010001000"": 1, ""0001010001010"": 1, ""0001010001011"": 3, ""0001010001100"": 2, ""0001010010001"": 1, ""0001010010100"": 1, ""0001010010110"": 3, ""0001010011000"": 2, ""0001010011001"": 1, ""0001010011011"": 1, ""0001010011100"": 1, ""0001010011101"": 2, ""0001010011110"": 1, ""0001010100000"": 1, ""0001010100001"": 1, ""0001010100100"": 2, ""0001010100110"": 2, ""0001010101001"": 1, ""0001010101010"": 1, ""0001010101111"": 1, ""0001010110000"": 2, ""0001010110010"": 1, ""0001010110011"": 1, ""0001010111000"": 1, ""0001010111100"": 1, ""0001010111110"": 1, ""0001010111111"": 1, ""0001011000110"": 1, ""0001011001110"": 1, ""0001011010011"": 1, ""0001011010101"": 1, ""0001011010110"": 1, ""0001011011001"": 1, ""0001011011100"": 2, ""0001011011110"": 1, ""0001011110010"": 1, ""0001011110100"": 1, ""0001011111111"": 1, ""0001100000010"": 1, ""0001100000100"": 1, ""0001100001001"": 1, ""0001100010001"": 1, ""0001100010101"": 1, ""0001100011000"": 1, ""0001100011101"": 1, ""0001100110010"": 1, ""0001101011100"": 1, ""0001101101010"": 1, ""0001101101100"": 1, ""0001110000010"": 1, ""0001110010100"": 1, ""0001110011111"": 1, ""0001110100100"": 1, ""0010000000010"": 1, ""0010100110111"": 1}"
1 qubit test,0.8385164807134509,1,13,1.0,42,100,1,0.47314883957009635,1,0001000101101,0.8672532328986464,1.0494250428297676,1.1166172192679424,0.028736752185195558,2.4378087708965053,7524.671875,1315.6598215000013,"{""0000000000101"": 1, ""0000000010111"": 1, ""0000010001010"": 1, ""0000010100001"": 1, ""0000010100111"": 1, ""0000010110011"": 1, ""0000011111101"": 1, ""0000100000001"": 1, ""0000100001011"": 1, ""0000100001111"": 1, ""0000100011110"": 1, ""0000101010110"": 1, ""0000101011100"": 1, ""0000101011101"": 1, ""0000110000010"": 1, ""0000110000011"": 1, ""0000110010000"": 1, ""0000110011011"": 1, ""0000110011101"": 2, ""0000110011110"": 1, ""0000110101111"": 1, ""0000111001001"": 1, ""0000111011100"": 1, ""0000111100010"": 1, ""0000111100110"": 1, ""0000111101000"": 1, ""0000111110000"": 2, ""0000111110010"": 1, ""0000111111010"": 1, ""0000111111011"": 1, ""0001000000000"": 1, ""0001000000001"": 1, ""0001000000010"": 1, ""0001000000101"": 1, ""0001000001000"": 1, ""0001000001001"": 1, ""0001000001011"": 1, ""0001000001100"": 1, ""0001000001111"": 1, ""0001000010001"": 1, ""0001000010010"": 2, ""0001000010100"": 1, ""0001000011010"": 1, ""0001000011011"": 1, ""0001000011101"": 1, ""0001000011111"": 1, ""0001000100000"": 1, ""0001000101010"": 1, ""0001000101101"": 2, ""0001000101111"": 1, ""0001000110011"": 1, ""0001000111011"": 2, ""0001001001100"": 1, ""0001001010001"": 1, ""0001001010011"": 1, ""0001001100110"": 1, ""0001001101001"": 1, ""0001001101110"": 1, ""0001001111100"": 1, ""0001010001110"": 1, ""0001010010100"": 1, ""0001010011001"": 1, ""0001010011011"": 2, ""0001010100001"": 1, ""0001010101011"": 1, ""0001010110010"": 1, ""0001010111100"": 1, ""0001011001000"": 1, ""0001011010011"": 1, ""0001011011100"": 1, ""0001011100111"": 2, ""0001011101001"": 1, ""0001100001010"": 1, ""0001100110101"": 1, ""0010000111010"": 1, ""0010001001100"": 1, ""0010001110101"": 1, ""0010011001010"": 1, ""0010011101000"": 1, ""0011000001100"": 1, ""0011000110110"": 1, ""0011100011010"": 1, ""0011101100100"": 1, ""0011111100111"": 1, ""0100011010111"": 1, ""0101101001011"": 1, ""0110001110110"": 1, ""0111101100000"": 1, ""1100000100010"": 1, ""1110110001100"": 1, ""1111010100101"": 1, ""1111101100000"": 1, ""1111111110100"": 1}"
1 qubit test,0.8385164807134509,1,13,1.0,42,100,10,0.47314883957009635,1,0001000110010,0.9126421871438091,1.0407363001599799,0.5172839372773878,0.07412570643035821,2.4378087708965053,8162.0,1654.617293899999,"{""0000100111110"": 1, ""0000110001010"": 1, ""0000111000100"": 1, ""0000111010011"": 1, ""0000111010100"": 1, ""0000111011000"": 1, ""0000111100000"": 1, ""0000111110001"": 1, ""0000111110010"": 2, ""0000111111000"": 1, ""0000111111111"": 1, ""0001000000011"": 1, ""0001000001000"": 2, ""0001000001010"": 2, ""0001000001011"": 3, ""0001000010000"": 1, ""0001000010010"": 1, ""0001000010011"": 2, ""0001000010100"": 1, ""0001000010110"": 3, ""0001000011000"": 2, ""0001000011010"": 1, ""0001000011011"": 1, ""0001000011110"": 2, ""0001000100000"": 2, ""0001000100001"": 1, ""0001000100011"": 1, ""0001000100110"": 1, ""0001000101011"": 1, ""0001000101100"": 2, ""0001000101101"": 1, ""0001000101110"": 1, ""0001000110000"": 2, ""0001000110010"": 4, ""0001000110100"": 1, ""0001000110101"": 1, ""0001000110110"": 1, ""0001000110111"": 1, ""0001000111001"": 1, ""0001000111011"": 1, ""0001000111100"": 2, ""0001000111101"": 2, ""0001001000110"": 1, ""0001001001000"": 1, ""0001001001110"": 2, ""0001001010100"": 2, ""0001001010110"": 1, ""0001001011001"": 1, ""0001001100001"": 1, ""0001001100110"": 2, ""0001001101000"": 1, ""0001001101010"": 1, ""0001001101100"": 1, ""0001001110110"": 2, ""0001001111010"": 1, ""0001010000110"": 2, ""0001010001001"": 1, ""0001010011100"": 1, ""0001010100010"": 1, ""0001010100101"": 1, ""0001010101000"": 1, ""0001010101011"": 1, ""0001010110000"": 1, ""0001010111011"": 1, ""0001010111100"": 1, ""0001011100100"": 1, ""0001011101010"": 1, ""0001011101101"": 1, ""0001011111100"": 1, ""0001100100100"": 1, ""0001101010000"": 1, ""0001101111110"": 2, ""0010111101100"": 1, ""0011001011011"": 1, ""0100110111010"": 1, ""0101000110100"": 1}"
1 qubit test,0.8385164807134509,1,13,1.0,42,100,100,0.47314883957009635,1,0001000011100,0.9215578745848233,0.9668171461035717,0.1316236112088879,0.08304139387137244,2.4378087708965053,7243.0859375,5173.124930600003,"{""0000111011000"": 1, ""0000111011110"": 1, ""0000111011111"": 1, ""0000111101010"": 1, ""0001000000000"": 1, ""0001000000110"": 1, ""0001000001101"": 1, ""0001000001110"": 1, ""0001000010000"": 1, ""0001000010001"": 1, ""0001000010010"": 1, ""0001000010011"": 1, ""0001000010100"": 1, ""0001000010101"": 3, ""0001000010110"": 3, ""0001000010111"": 1, ""0001000011001"": 1, ""0001000011010"": 2, ""0001000011100"": 4, ""0001000011101"": 1, ""0001000011110"": 2, ""0001000011111"": 1, ""0001000100000"": 2, ""0001000100001"": 2, ""0001000100100"": 1, ""0001000100101"": 1, ""0001000101001"": 1, ""0001000101010"": 2, ""0001000101011"": 1, ""0001000101110"": 1, ""0001000110010"": 2, ""0001000110011"": 1, ""0001000110100"": 2, ""0001000110111"": 2, ""0001000111000"": 1, ""0001000111001"": 1, ""0001000111011"": 2, ""0001000111100"": 1, ""0001000111101"": 1, ""0001000111111"": 1, ""0001001000000"": 1, ""0001001000010"": 2, ""0001001001001"": 1, ""0001001001110"": 1, ""0001001010010"": 1, ""0001001010100"": 1, ""0001001011110"": 2, ""0001001100000"": 1, ""0001001100010"": 1, ""0001001100101"": 1, ""0001001100110"": 1, ""0001001101001"": 1, ""0001001101010"": 1, ""0001001101110"": 1, ""0001001110000"": 4, ""0001001110110"": 1, ""0001001111110"": 1, ""0001010000100"": 1, ""0001010001101"": 1, ""0001010010000"": 1, ""0001010010100"": 2, ""0001010010101"": 1, ""0001010100011"": 1, ""0001010100100"": 1, ""0001011000010"": 1, ""0001011001011"": 1, ""0001011001100"": 1, ""0001011010001"": 1, ""0001011010010"": 1, ""0001011010101"": 1, ""0001011100110"": 1, ""0001011110000"": 1, ""0001011111110"": 1, ""0001100000000"": 1, ""0001100001110"": 1, ""0001100101101"": 1, ""0001101100000"": 1, ""0001101100010"": 1}"
