Num Qubits,Time,Shots,Num Ancilla,Exact Eigenvalue,Expected Phase,Most Probable Bitstring,Estimated Phase,Estimated Eigenvalue,Eigenvalue Error,Alpha,QDRIFT Implementation
2,0.34,1000,10,(2.4+0j),0.1298704335629866,0100011110,0.279296875,5.161394180415216,2.761394180415216,4.4,exponential invocations of qdrift channel
2,0.8,1000,10,(2.4+0j),0.30557749073643903,1000100000,0.53125,4.172427743048944,1.7724277430489441,4.4,exponential invocations of qdrift channel
2,0.05,1000,10,(2.4+0j),0.01909859317102744,0000010011,0.0185546875,2.331650797586174,0.0683492024138257,4.4,exponential invocations of qdrift channel
2,0.0006,1000,10,(2.4+0j),0.00022918311805232927,0000000000,0.0,0.0,2.4,4.4,exponential invocations of qdrift channel
2,0.35000000000000003,1000,10,(2.4+0j),0.1336901521971921,0011010010,0.205078125,3.6815538909255388,1.2815538909255388,4.4,exponential invocations of qdrift channel
2,0.81,1000,10,(2.4+0j),0.3093972093706445,1000100101,0.5361328125,4.158792358267738,1.7587923582677383,4.4,exponential invocations of qdrift channel
2,0.06,1000,10,(2.4+0j),0.02291831180523293,0000010110,0.021484375,2.2498384888989404,0.15016151110105946,4.4,exponential invocations of qdrift channel
2,0.0008,1000,10,(2.4+0j),0.0003055774907364391,0000000000,0.0,0.0,2.4,4.4,exponential invocations of qdrift channel
2,0.36,1000,10,(2.4+0j),0.13750987083139757,0100011011,0.2763671875,4.823517366351517,2.423517366351517,4.4,exponential invocations of qdrift channel
2,0.8200000000000001,1000,10,(2.4+0j),0.31321692800485,1000110011,0.5498046875,4.212835041851785,1.8128350418517853,4.4,exponential invocations of qdrift channel
2,0.07,1000,10,(2.4+0j),0.02673803043943842,0000011101,0.0283203125,2.5420253056390623,0.14202530563906235,4.4,exponential invocations of qdrift channel
2,0.001,1000,10,(2.4+0j),0.0003819718634205488,0000000000,0.0,0.0,2.4,4.4,exponential invocations of qdrift channel
2,0.37,1000,10,(2.4+0j),0.14132958946560306,0010111001,0.1806640625,3.067961575771282,0.6679615757712822,4.4,exponential invocations of qdrift channel
2,0.8300000000000001,1000,10,(2.4+0j),0.3170366466390555,1001001010,0.572265625,4.332109598558967,1.932109598558967,4.4,exponential invocations of qdrift channel
